stamp,id,item,value
2018-01-01T09:55:46Z,1000158,item_1,100
2018-01-01T09:55:56Z,1000263,item_1,100
2018-01-01T10:05:40Z,1000200,item_1,100
2018-01-01T10:24:22Z,1000158,item_1,100
2018-01-01T10:24:22Z,1000119,item_1,100
2018-01-01T10:27:40Z,1000136,item_2,500
2018-01-01T10:34:38Z,1000019,item_1,100
2018-01-01T10:41:18Z,1000282,item_2,500
2018-01-01T10:48:08Z,1000151,item_2,500
2018-01-01T10:52:40Z,1000073,item_1,100
2018-01-01T10:53:03Z,1000104,item_1,100
2018-01-01T10:58:38Z,1000094,item_1,100
2018-01-01T11:03:28Z,1000287,item_2,500
2018-01-01T11:21:34Z,1000258,item_1,100
2018-01-01T11:21:59Z,1000028,item_1,100
2018-01-01T11:29:17Z,1000279,item_1,100
2018-01-01T11:29:29Z,1000277,item_1,100
2018-01-01T11:32:46Z,1000059,item_2,500
2018-01-01T11:34:20Z,1000177,item_3,1e3
2018-01-01T11:36:23Z,1000240,item_1,100
2018-01-01T11:45:37Z,1000252,item_1,100
2018-01-01T11:59:06Z,1000254,item_2,500
2018-01-01T12:02:03Z,1000167,item_5,5e3
2018-01-01T12:08:37Z,1000015,item_2,500
2018-01-01T12:10:41Z,1000213,item_1,100
2018-01-01T12:12:37Z,1000248,item_1,100
2018-01-01T12:17:24Z,1000122,item_1,100
2018-01-01T12:27:29Z,1000237,item_2,500
2018-01-01T12:39:30Z,1000062,item_2,500
2018-01-01T12:48:11Z,1000031,item_1,100
2018-01-01T13:20:48Z,1000280,item_2,500
2018-01-01T13:21:22Z,1000072,item_2,500
2018-01-01T13:31:32Z,1000188,item_2,500
2018-01-01T13:54:50Z,1000213,item_2,500
2018-01-01T13:55:46Z,1000241,item_2,500
2018-01-01T14:05:25Z,1000216,item_1,100
2018-01-01T14:18:05Z,1000254,item_2,500
2018-01-01T14:20:16Z,1000045,item_1,100
2018-01-01T14:21:52Z,1000204,item_1,100
2018-01-01T14:22:12Z,1000150,item_2,500
2018-01-01T14:38:42Z,1000208,item_1,100
2018-01-01T14:41:53Z,1000211,item_2,500
2018-01-01T14:42:06Z,1000094,item_2,500
2018-01-01T14:51:00Z,1000077,item_2,500
2018-01-01T14:57:52Z,1000248,item_2,500
2018-01-01T14:59:47Z,1000029,item_1,100
2018-01-01T15:07:05Z,1000047,item_1,100
2018-01-01T15:07:19Z,1000275,item_1,100
2018-01-01T15:24:41Z,1000151,item_2,500
2018-01-01T15:33:15Z,1000274,item_1,100
2018-01-01T15:39:08Z,1000124,item_1,100
2018-01-01T15:54:02Z,1000230,item_1,100
2018-01-01T15:59:42Z,1000278,item_1,100
2018-01-01T16:03:23Z,1000248,item_1,100
2018-01-01T16:06:52Z,1000297,item_1,100
2018-01-01T16:13:48Z,1000015,item_2,500
2018-01-01T16:19:08Z,1000267,item_1,100
2018-01-01T16:22:29Z,1000230,item_1,100
2018-01-01T16:34:32Z,1000155,item_3,1e3
2018-01-01T17:03:45Z,1000034,item_1,100
2018-01-01T17:16:29Z,1000233,item_3,1e3
2018-01-01T17:22:37Z,1000155,item_2,500
2018-01-01T17:36:16Z,1000105,item_1,100
2018-01-01T17:36:26Z,1000181,item_1,100
2018-01-01T17:46:08Z,1000032,item_1,100
2018-01-01T17:56:30Z,1000046,item_2,500
2018-01-01T18:03:33Z,1000003,item_1,100
2018-01-01T18:19:49Z,1000229,item_2,500
2018-01-01T18:24:44Z,1000016,item_1,100
2018-01-01T18:28:02Z,1000003,item_1,100
2018-01-01T18:32:28Z,1000045,item_1,100
2018-01-01T18:40:18Z,1000179,item_1,100
2018-01-01T18:41:17Z,1000123,item_2,500
2018-01-01T18:42:14Z,1000246,item_2,500
2018-01-01T19:01:12Z,1000221,item_1,100
2018-01-01T19:03:31Z,1000036,item_1,100
2018-01-01T19:05:06Z,1000213,item_1,100
2018-01-01T19:08:26Z,1000138,item_2,500
2018-01-01T19:10:26Z,1000083,item_1,100
2018-01-01T19:11:33Z,1000271,item_3,1e3
2018-01-01T19:16:11Z,1000261,item_1,100
2018-01-01T19:19:24Z,1000183,item_1,100
2018-01-01T19:22:22Z,1000140,item_1,100
2018-01-01T19:22:57Z,1000030,item_2,500
2018-01-01T19:29:09Z,1000080,item_1,100
2018-01-01T20:07:30Z,1000064,item_1,100
2018-01-01T20:08:13Z,1000017,item_1,100
2018-01-01T20:15:02Z,1000100,item_1,100
2018-01-01T20:26:34Z,1000221,item_1,100
2018-01-01T20:30:06Z,1000213,item_2,500
2018-01-01T20:37:00Z,1000173,item_1,100
2018-01-01T20:39:38Z,1000214,item_2,500
2018-01-01T20:48:18Z,1000253,item_1,100
2018-01-01T20:49:06Z,1000151,item_1,100
2018-01-01T20:56:58Z,1000019,item_1,100
2018-01-01T20:57:36Z,1000086,item_2,500
2018-01-01T21:06:03Z,1000119,item_4,2e3
2018-01-01T21:19:39Z,1000210,item_2,500
2018-01-01T21:20:07Z,1000118,item_1,100
2018-01-01T21:21:02Z,1000174,item_2,500
2018-01-01T21:22:51Z,1000067,item_4,2e3
2018-01-01T21:27:46Z,1000260,item_1,100
2018-01-01T21:32:10Z,1000219,item_1,100
2018-01-01T21:51:55Z,1000169,item_4,2e3
2018-01-01T21:56:21Z,1000142,item_1,100
2018-01-01T21:56:48Z,1000041,item_1,100
2018-01-01T22:11:40Z,1000200,item_2,500
2018-01-01T22:16:50Z,1000258,item_1,100
2018-01-01T22:21:42Z,1000193,item_3,1e3
2018-01-01T22:25:25Z,1000111,item_1,100
2018-01-01T22:27:48Z,1000106,item_1,100
2018-01-01T22:28:13Z,1000242,item_1,100
2018-01-01T22:29:21Z,1000108,item_1,100
2018-01-01T22:30:26Z,1000121,item_2,500
2018-01-01T22:42:05Z,1000101,item_1,100
2018-01-01T23:00:59Z,1000273,item_1,100
2018-01-01T23:09:31Z,1000263,item_2,500
2018-01-01T23:17:40Z,1000271,item_2,500
2018-01-01T23:23:33Z,1000283,item_4,2e3
2018-01-01T23:29:33Z,1000099,item_2,500
2018-01-01T23:35:26Z,1000118,item_1,100
2018-01-01T23:46:36Z,1000071,item_2,500
2018-01-01T23:46:38Z,1000285,item_1,100
2018-01-02T00:33:57Z,1000121,item_1,100
2018-01-02T00:36:13Z,1000186,item_2,500
2018-01-02T00:36:46Z,1000217,item_2,500
2018-01-02T00:59:01Z,1000125,item_2,500
2018-01-02T01:06:54Z,1000192,item_1,100
2018-01-02T01:13:07Z,1000272,item_1,100
2018-01-02T01:18:03Z,1000058,item_1,100
2018-01-02T01:24:29Z,1000087,item_2,500
2018-01-02T01:24:48Z,1000269,item_2,500
2018-01-02T01:33:19Z,1000293,item_1,100
2018-01-02T01:50:21Z,1000079,item_2,500
2018-01-02T01:51:46Z,1000190,item_2,500
2018-01-02T01:59:27Z,1000148,item_2,500
2018-01-02T02:17:06Z,1000127,item_1,100
2018-01-02T02:19:16Z,1000145,item_1,100
2018-01-02T02:26:05Z,1000007,item_2,500
2018-01-02T02:32:02Z,1000014,item_1,100
2018-01-02T02:33:35Z,1000182,item_1,100
2018-01-02T02:51:27Z,1000290,item_2,500
2018-01-02T02:56:00Z,1000085,item_1,100
2018-01-02T03:03:58Z,1000187,item_1,100
2018-01-02T03:10:45Z,1000290,item_1,100
2018-01-02T03:24:14Z,1000290,item_1,100
2018-01-02T03:29:45Z,1000093,item_2,500
2018-01-02T03:31:02Z,1000138,item_2,500
2018-01-02T03:32:09Z,1000273,item_2,500
2018-01-02T03:42:26Z,1000043,item_1,100
2018-01-02T03:43:24Z,1000255,item_2,500
2018-01-02T03:49:11Z,1000239,item_1,100
2018-01-02T03:51:11Z,1000159,item_1,100
2018-01-02T04:05:39Z,1000005,item_2,500
2018-01-02T04:15:10Z,1000079,item_1,100
2018-01-02T04:25:41Z,1000100,item_1,100
2018-01-02T04:35:04Z,1000247,item_1,100
2018-01-02T04:38:04Z,1000180,item_1,100
2018-01-02T04:59:05Z,1000249,item_1,100
2018-01-02T05:06:24Z,1000215,item_1,100
2018-01-02T05:08:13Z,1000235,item_2,500
2018-01-02T05:13:45Z,1000161,item_1,100
2018-01-02T05:15:01Z,1000009,item_1,100
2018-01-02T05:23:05Z,1000159,item_1,100
2018-01-02T05:40:12Z,1000114,item_1,100
2018-01-02T05:42:32Z,1000043,item_1,100
2018-01-02T05:47:17Z,1000143,item_2,500
2018-01-02T05:51:05Z,1000285,item_2,500
2018-01-02T06:10:51Z,1000146,item_1,100
2018-01-02T06:26:47Z,1000221,item_1,100
2018-01-02T06:27:23Z,1000142,item_2,500
2018-01-02T06:31:35Z,1000143,item_1,100
2018-01-02T06:33:36Z,1000088,item_3,1e3
2018-01-02T06:58:10Z,1000113,item_1,100
2018-01-02T07:13:34Z,1000177,item_1,100
2018-01-02T07:16:41Z,1000237,item_2,500
2018-01-02T07:19:07Z,1000187,item_4,2e3
2018-01-02T07:19:54Z,1000090,item_1,100
2018-01-02T07:24:30Z,1000065,item_1,100
2018-01-02T07:31:10Z,1000160,item_2,500
2018-01-02T07:45:15Z,1000109,item_4,2e3
2018-01-02T07:54:17Z,1000015,item_1,100
2018-01-02T08:08:33Z,1000098,item_3,1e3
2018-01-02T08:12:22Z,1000129,item_2,500
2018-01-02T08:16:56Z,1000227,item_1,100
2018-01-02T08:18:37Z,1000077,item_2,500
2018-01-02T08:24:03Z,1000181,item_1,100
2018-01-02T08:30:29Z,1000021,item_1,100
2018-01-02T08:34:34Z,1000296,item_1,100
2018-01-02T08:38:14Z,1000216,item_2,500
2018-01-02T08:51:56Z,1000040,item_1,100
2018-01-02T09:01:05Z,1000263,item_1,100
2018-01-02T09:25:27Z,1000172,item_1,100
2018-01-02T09:31:15Z,1000146,item_1,100
2018-01-02T09:32:31Z,1000084,item_1,100
2018-01-02T09:52:47Z,1000191,item_1,100
2018-01-02T09:56:36Z,1000159,item_1,100
2018-01-02T09:56:54Z,1000276,item_1,100
2018-01-02T10:35:00Z,1000175,item_2,500
2018-01-02T10:38:27Z,1000105,item_1,100
2018-01-02T10:38:48Z,1000057,item_1,100
2018-01-02T10:41:19Z,1000229,item_1,100
2018-01-02T10:42:41Z,1000295,item_1,100
2018-01-02T10:58:36Z,1000246,item_2,500
2018-01-02T11:07:37Z,1000032,item_5,5e3
2018-01-02T11:08:17Z,1000221,item_1,100
2018-01-02T11:13:42Z,1000282,item_1,100
2018-01-02T11:30:52Z,1000164,item_1,100
2018-01-02T11:33:00Z,1000105,item_2,500
2018-01-02T11:39:22Z,1000234,item_3,1e3
2018-01-02T11:40:26Z,1000206,item_1,100
2018-01-02T11:59:49Z,1000264,item_2,500
2018-01-02T12:07:58Z,1000089,item_2,500
2018-01-02T12:16:13Z,1000240,item_2,500
2018-01-02T12:24:06Z,1000268,item_2,500
2018-01-02T12:25:46Z,1000236,item_1,100
2018-01-02T12:28:19Z,1000267,item_1,100
2018-01-02T12:40:09Z,1000023,item_1,100
2018-01-02T12:41:43Z,1000171,item_2,500
2018-01-02T13:07:52Z,1000005,item_3,1e3
2018-01-02T13:38:23Z,1000279,item_2,500
2018-01-02T13:46:31Z,1000178,item_1,100
2018-01-02T14:16:50Z,1000264,item_2,500
2018-01-02T14:35:57Z,1000259,item_2,500
2018-01-02T14:38:02Z,1000100,item_2,500
2018-01-02T14:41:43Z,1000172,item_2,500
2018-01-02T14:49:42Z,1000228,item_1,100
2018-01-02T15:10:54Z,1000145,item_1,100
2018-01-02T15:27:10Z,1000006,item_1,100
2018-01-02T15:30:42Z,1000127,item_2,500
2018-01-02T15:41:02Z,1000251,item_2,500
2018-01-02T15:49:11Z,1000154,item_3,1e3
2018-01-02T15:55:06Z,1000145,item_2,500
2018-01-02T16:05:41Z,1000217,item_1,100
2018-01-02T16:12:48Z,1000189,item_2,500
2018-01-02T16:15:50Z,1000013,item_2,500
2018-01-02T16:16:42Z,1000170,item_2,500
2018-01-02T16:23:34Z,1000230,item_2,500
2018-01-02T16:26:29Z,1000249,item_1,100
2018-01-02T16:30:48Z,1000055,item_1,100
2018-01-02T16:36:15Z,1000090,item_1,100
2018-01-02T16:36:49Z,1000145,item_1,100
2018-01-02T16:45:36Z,1000284,item_2,500
2018-01-02T16:51:03Z,1000242,item_4,2e3
2018-01-02T16:51:36Z,1000196,item_3,1e3
2018-01-02T17:05:45Z,1000293,item_1,100
2018-01-02T17:05:50Z,1000241,item_2,500
2018-01-02T17:07:41Z,1000091,item_2,500
2018-01-02T17:23:27Z,1000083,item_2,500
2018-01-02T17:33:59Z,1000024,item_3,1e3
2018-01-02T17:43:21Z,1000010,item_1,100
2018-01-02T17:43:31Z,1000165,item_1,100
2018-01-02T17:49:35Z,1000250,item_3,1e3
2018-01-02T17:50:22Z,1000094,item_3,1e3
2018-01-02T18:07:10Z,1000087,item_1,100
2018-01-02T18:12:02Z,1000274,item_1,100
2018-01-02T18:32:23Z,1000172,item_1,100
2018-01-02T18:44:42Z,1000067,item_1,100
2018-01-02T18:57:35Z,1000139,item_1,100
2018-01-02T18:57:47Z,1000262,item_1,100
2018-01-02T18:59:11Z,1000111,item_1,100
2018-01-02T19:02:25Z,1000264,item_1,100
2018-01-02T19:08:24Z,1000044,item_2,500
2018-01-02T19:09:33Z,1000251,item_1,100
2018-01-02T19:39:45Z,1000246,item_1,100
2018-01-02T19:41:04Z,1000157,item_4,2e3
2018-01-02T19:42:13Z,1000070,item_3,1e3
2018-01-02T19:42:24Z,1000045,item_1,100
2018-01-02T19:45:44Z,1000241,item_3,1e3
2018-01-02T20:08:25Z,1000260,item_1,100
2018-01-02T20:09:19Z,1000245,item_2,500
2018-01-02T20:18:58Z,1000237,item_2,500
2018-01-02T20:42:27Z,1000120,item_1,100
2018-01-02T20:46:35Z,1000165,item_1,100
2018-01-02T21:06:03Z,1000224,item_4,2e3
2018-01-02T21:15:18Z,1000203,item_4,2e3
2018-01-02T21:18:18Z,1000229,item_1,100
2018-01-02T21:19:21Z,1000146,item_1,100
2018-01-02T21:29:02Z,1000275,item_2,500
2018-01-02T21:33:27Z,1000054,item_1,100
2018-01-02T21:39:44Z,1000244,item_3,1e3
2018-01-02T21:42:57Z,1000240,item_1,100
2018-01-02T21:48:20Z,1000029,item_1,100
2018-01-02T21:56:20Z,1000077,item_1,100
2018-01-02T22:51:18Z,1000150,item_1,100
2018-01-02T23:20:39Z,1000046,item_2,500
2018-01-02T23:40:37Z,1000209,item_1,100
2018-01-02T23:55:05Z,1000041,item_3,1e3
2018-01-03T00:14:08Z,1000184,item_1,100
2018-01-03T00:35:28Z,1000163,item_2,500
2018-01-03T00:38:43Z,1000176,item_1,100
2018-01-03T00:42:25Z,1000083,item_2,500
2018-01-03T00:43:02Z,1000143,item_4,2e3
2018-01-03T00:45:39Z,1000215,item_1,100
2018-01-03T00:57:02Z,1000213,item_1,100
2018-01-03T00:58:39Z,1000070,item_1,100
2018-01-03T01:05:53Z,1000280,item_1,100
2018-01-03T01:16:51Z,1000231,item_1,100
2018-01-03T01:20:48Z,1000135,item_2,500
2018-01-03T01:21:36Z,1000153,item_1,100
2018-01-03T01:29:58Z,1000083,item_1,100
2018-01-03T01:33:48Z,1000216,item_1,100
2018-01-03T01:42:18Z,1000210,item_2,500
2018-01-03T02:05:26Z,1000106,item_4,2e3
2018-01-03T02:16:36Z,1000117,item_3,1e3
2018-01-03T02:19:24Z,1000143,item_2,500
2018-01-03T02:24:40Z,1000018,item_1,100
2018-01-03T02:44:00Z,1000066,item_1,100
2018-01-03T02:54:50Z,1000038,item_1,100
2018-01-03T02:59:01Z,1000034,item_2,500
2018-01-03T03:19:16Z,1000226,item_1,100
2018-01-03T03:53:02Z,1000191,item_2,500
2018-01-03T04:02:36Z,1000248,item_1,100
2018-01-03T04:02:53Z,1000113,item_1,100
2018-01-03T04:09:33Z,1000033,item_1,100
2018-01-03T04:40:22Z,1000259,item_1,100
2018-01-03T04:55:02Z,1000205,item_1,100
2018-01-03T04:59:53Z,1000109,item_2,500
2018-01-03T05:00:44Z,1000212,item_1,100
2018-01-03T05:24:21Z,1000208,item_1,100
2018-01-03T05:25:56Z,1000038,item_1,100
2018-01-03T05:39:48Z,1000109,item_1,100
2018-01-03T05:42:04Z,1000170,item_1,100
2018-01-03T05:44:11Z,1000036,item_2,500
2018-01-03T05:47:17Z,1000055,item_1,100
2018-01-03T05:59:29Z,1000137,item_1,100
2018-01-03T06:13:32Z,1000147,item_1,100
2018-01-03T06:18:04Z,1000140,item_1,100
2018-01-03T06:36:36Z,1000068,item_1,100
2018-01-03T06:43:40Z,1000013,item_4,2e3
2018-01-03T06:48:09Z,1000072,item_2,500
2018-01-03T07:06:15Z,1000226,item_2,500
2018-01-03T07:26:47Z,1000151,item_1,100
2018-01-03T07:29:00Z,1000183,item_1,100
2018-01-03T07:35:30Z,1000185,item_2,500
2018-01-03T07:36:49Z,1000288,item_1,100
2018-01-03T07:39:35Z,1000147,item_2,500
2018-01-03T07:45:31Z,1000261,item_3,1e3
2018-01-03T08:27:16Z,1000029,item_3,1e3
2018-01-03T08:28:37Z,1000010,item_1,100
2018-01-03T08:29:12Z,1000018,item_1,100
2018-01-03T08:32:07Z,1000077,item_1,100
2018-01-03T08:40:33Z,1000125,item_1,100
2018-01-03T08:49:30Z,1000105,item_1,100
2018-01-03T09:15:15Z,1000232,item_2,500
2018-01-03T09:21:06Z,1000196,item_1,100
2018-01-03T09:26:56Z,1000103,item_1,100
2018-01-03T09:37:22Z,1000150,item_3,1e3
2018-01-03T09:39:35Z,1000115,item_1,100
2018-01-03T09:41:12Z,1000223,item_5,5e3
2018-01-03T09:50:41Z,1000253,item_2,500
2018-01-03T09:52:27Z,1000227,item_1,100
2018-01-03T10:00:36Z,1000253,item_1,100
2018-01-03T10:00:59Z,1000167,item_1,100
2018-01-03T10:02:04Z,1000156,item_4,2e3
2018-01-03T10:04:23Z,1000243,item_2,500
2018-01-03T10:12:50Z,1000161,item_1,100
2018-01-03T10:14:10Z,1000098,item_1,100
2018-01-03T10:21:54Z,1000267,item_2,500
2018-01-03T10:39:51Z,1000224,item_1,100
2018-01-03T10:58:17Z,1000145,item_1,100
2018-01-03T11:00:26Z,1000129,item_2,500
2018-01-03T11:12:46Z,1000147,item_2,500
2018-01-03T11:22:02Z,1000049,item_1,100
2018-01-03T11:22:55Z,1000009,item_1,100
2018-01-03T11:31:34Z,1000227,item_1,100
2018-01-03T11:37:16Z,1000269,item_2,500
2018-01-03T11:48:35Z,1000296,item_1,100
2018-01-03T11:48:36Z,1000211,item_3,1e3
2018-01-03T11:48:36Z,1000270,item_2,500
2018-01-03T11:50:43Z,1000248,item_2,500
2018-01-03T11:58:55Z,1000084,item_1,100
2018-01-03T11:59:16Z,1000216,item_1,100
2018-01-03T12:05:57Z,1000209,item_1,100
2018-01-03T12:07:21Z,1000292,item_1,100
2018-01-03T12:07:54Z,1000033,item_2,500
2018-01-03T12:20:40Z,1000103,item_2,500
2018-01-03T12:28:08Z,1000075,item_1,100
2018-01-03T12:29:43Z,1000015,item_1,100
2018-01-03T12:34:47Z,1000258,item_2,500
2018-01-03T12:37:36Z,1000187,item_1,100
2018-01-03T12:42:32Z,1000152,item_2,500
2018-01-03T13:10:06Z,1000087,item_1,100
2018-01-03T13:10:54Z,1000121,item_2,500
2018-01-03T13:11:07Z,1000104,item_1,100
2018-01-03T13:14:37Z,1000202,item_1,100
2018-01-03T13:22:12Z,1000060,item_1,100
2018-01-03T13:33:21Z,1000074,item_1,100
2018-01-03T13:56:09Z,1000163,item_1,100
2018-01-03T13:57:34Z,1000204,item_1,100
2018-01-03T14:04:43Z,1000167,item_2,500
2018-01-03T14:07:14Z,1000032,item_1,100
2018-01-03T14:11:26Z,1000179,item_4,2e3
2018-01-03T14:25:15Z,1000082,item_1,100
2018-01-03T14:28:51Z,1000152,item_1,100
2018-01-03T14:36:32Z,1000035,item_2,500
2018-01-03T14:41:37Z,1000148,item_1,100
2018-01-03T14:49:37Z,1000009,item_1,100
2018-01-03T15:03:00Z,1000093,item_1,100
2018-01-03T15:10:10Z,1000102,item_1,100
2018-01-03T15:17:43Z,1000207,item_2,500
2018-01-03T15:18:55Z,1000003,item_1,100
2018-01-03T15:20:42Z,1000205,item_1,100
2018-01-03T15:28:46Z,1000074,item_1,100
2018-01-03T15:35:25Z,1000165,item_1,100
2018-01-03T15:42:17Z,1000065,item_2,500
2018-01-03T15:44:39Z,1000010,item_1,100
2018-01-03T15:54:55Z,1000090,item_1,100
2018-01-03T15:55:47Z,1000013,item_2,500
2018-01-03T16:08:22Z,1000010,item_1,100
2018-01-03T16:13:59Z,1000192,item_1,100
2018-01-03T16:21:07Z,1000271,item_1,100
2018-01-03T16:28:26Z,1000001,item_1,100
2018-01-03T16:36:51Z,1000152,item_3,1e3
2018-01-03T16:51:55Z,1000086,item_1,100
2018-01-03T17:00:06Z,1000186,item_2,500
2018-01-03T17:02:03Z,1000118,item_1,100
2018-01-03T17:04:25Z,1000127,item_1,100
2018-01-03T17:08:57Z,1000169,item_1,100
2018-01-03T17:11:50Z,1000116,item_1,100
2018-01-03T17:15:50Z,1000147,item_3,1e3
2018-01-03T17:17:56Z,1000244,item_1,100
2018-01-03T17:25:46Z,1000221,item_3,1e3
2018-01-03T17:42:52Z,1000099,item_3,1e3
2018-01-03T17:42:57Z,1000143,item_1,100
2018-01-03T17:44:45Z,1000131,item_2,500
2018-01-03T17:55:13Z,1000059,item_2,500
2018-01-03T18:31:52Z,1000205,item_2,500
2018-01-03T18:31:55Z,1000004,item_2,500
2018-01-03T18:59:42Z,1000025,item_2,500
2018-01-03T19:00:39Z,1000051,item_1,100
2018-01-03T19:01:47Z,1000167,item_1,100
2018-01-03T19:02:23Z,1000122,item_1,100
2018-01-03T19:03:26Z,1000016,item_2,500
2018-01-03T19:08:27Z,1000069,item_2,500
2018-01-03T19:09:43Z,1000162,item_1,100
2018-01-03T19:10:40Z,1000199,item_1,100
2018-01-03T19:27:55Z,1000166,item_1,100
2018-01-03T19:38:13Z,1000275,item_2,500
2018-01-03T19:51:09Z,1000205,item_1,100
2018-01-03T19:51:42Z,1000226,item_1,100
2018-01-03T19:53:48Z,1000119,item_1,100
2018-01-03T19:54:45Z,1000146,item_2,500
2018-01-03T19:59:31Z,1000043,item_1,100
2018-01-03T20:26:08Z,1000181,item_1,100
2018-01-03T20:27:29Z,1000143,item_1,100
2018-01-03T20:28:27Z,1000195,item_2,500
2018-01-03T20:37:15Z,1000226,item_2,500
2018-01-03T20:37:43Z,1000264,item_1,100
2018-01-03T20:46:36Z,1000265,item_1,100
2018-01-03T20:49:23Z,1000264,item_1,100
2018-01-03T20:54:09Z,1000116,item_2,500
2018-01-03T21:00:11Z,1000066,item_2,500
2018-01-03T21:20:26Z,1000256,item_1,100
2018-01-03T21:22:44Z,1000099,item_1,100
2018-01-03T21:31:12Z,1000040,item_1,100
2018-01-03T21:43:34Z,1000173,item_1,100
2018-01-03T21:50:41Z,1000050,item_1,100
2018-01-03T21:51:32Z,1000289,item_1,100
2018-01-03T21:56:54Z,1000059,item_2,500
2018-01-03T22:03:46Z,1000085,item_2,500
2018-01-03T22:10:20Z,1000243,item_1,100
2018-01-03T22:11:20Z,1000120,item_1,100
2018-01-03T22:18:05Z,1000172,item_1,100
2018-01-03T22:18:17Z,1000104,item_1,100
2018-01-03T22:20:12Z,1000148,item_1,100
2018-01-03T22:29:23Z,1000232,item_2,500
2018-01-03T22:30:06Z,1000225,item_1,100
2018-01-03T22:56:59Z,1000277,item_2,500
2018-01-03T22:58:31Z,1000297,item_4,2e3
2018-01-03T23:12:56Z,1000238,item_3,1e3
2018-01-03T23:13:09Z,1000186,item_1,100
2018-01-03T23:17:46Z,1000061,item_2,500
2018-01-03T23:19:29Z,1000173,item_1,100
2018-01-03T23:22:41Z,1000100,item_1,100
2018-01-03T23:52:54Z,1000122,item_2,500
2018-01-04T00:04:19Z,1000101,item_2,500
2018-01-04T00:23:35Z,1000155,item_2,500
2018-01-04T00:52:24Z,1000272,item_1,100
2018-01-04T00:53:06Z,1000107,item_2,500
